id,name,keywords
2cbc,Cleopatra Earrings-Rose Gold,"['rose gold', ' jewellery', 'accessory', 'accessories', 'earring', 'earrings', 'rose', 'gold', 'rosegold', 'rose gold plated', 'school', 'college', 'party', 'office', 'function', 'meeting', 'meetings', 'comfort', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'plain', 'casual', 'colour', 'color', 'type', 'material', 'feature', 'features', 'weight', 'carry', 'support', 'comfortable', 'material', 'plating', 'stone', 'size', 'occasion', 'jewelery', 'jewellery', 'jewels', 'ornament', 'ornaments', 'jewel', 'accessorize', 'accessorise', 'beauty', 'shiny', 'sparkle', 'beautiful', 'lady', 'girl', 'woman', 'women', 'ladies', 'girls', 'wedding', 'shaadi', 'shadi', 'glamorous', 'glamour', 'glam', 'dolled', 'up', 'ear', 'ring', 'ears', 'jewellary', 'by', 'mitali', 'jain', 'cleopatra', 'earrings', 'rose', 'gold', 'brass', 'plated', 'indian', 'western', 'ethnic', 'fusion']"
2cc3,Callisto Ring,"['ring', 'rings', 'accessory', 'acessories', 'jewellery', 'jewelry', 'callisto', 'callisto ring', 'gold', 'golden', 'gold plated', 'jewelleries', 'jewellery by mitali jain', 'school', 'college', 'party', 'office', 'function', 'meeting', 'meetings', 'comfort', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'plain', 'casual', 'colour', 'color', 'type', 'material', 'feature', 'features', 'weight', 'carry', 'support', 'comfortable', 'material', 'plating', 'stone', 'size', 'occasion', 'jewelery', 'accessories', 'jewels', 'ornament', 'ornaments', 'jewel', 'accessorize', 'accessorise', 'beauty', 'shiny', 'sparkle', 'beautiful', 'lady', 'girl', 'woman', 'women', 'ladies', 'girls', 'wedding', 'shaadi', 'shadi', 'glamorous', 'glamour', 'glam', 'dolled', 'up', 'band', 'loop', 'jewellary', 'by', 'mitali', 'jain', 'callisto', 'ring', 'indian', 'western', 'ethnic', 'fusion', 'brass', 'plated', 'enamel']"
2cd7,Mint Stripe And Floral Printed Dress,"['one peice', ' casual wear']"
2ce3,Mint Printed Dress With Embroidered Sleeves,"['one piece', 'casual wear']"
949e,High Waisted Mesh Leggings,"['gym wear', 'active wear', 'fitness', 'leggings', 'athleisure', 'bottoms']"
9528,Raisin Leggings,"['leggings', 'fitness', 'gym wear', 'active wear', ' athleisure']"
9652,Love At First Sight Danglers,"['earrings', 'hoops', 'party wear', 'accessories', 'earring', 'western', 'quirky', 'modern', 'stylish', 'funky']"
2cab,Empty Dome Ring-Rose Gold,"['ring', ' rings', 'accessory', 'accessories', 'jewellery', 'dome', 'jewelleries', 'gold', 'golden', 'gold plated', 'jewellery by mitali jain', 'rose gold', 'rose', 'school', 'college', 'party', 'office', 'function', 'meeting', 'meetings', 'comfort', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'plain', 'casual', 'colour', 'color', 'type', 'material', 'feature', 'features', 'weight', 'carry', 'support', 'comfortable', 'material', 'plating', 'stone', 'size', 'occasion', 'jewelery', 'jewels', 'ornament', 'ornaments', 'jewel', 'accessorize', 'accessorise', 'beauty', 'shiny', 'sparkle', 'beautiful', 'lady', 'girl', 'woman', 'women', 'ladies', 'girls', 'wedding', 'shaadi', 'shadi', 'glamorous', 'glamour', 'glam', 'dolled', 'up', 'rings', 'band', 'loop', 'jewellary', 'by', 'mitali', 'jain', 'empty', 'dome', 'ring', 'rose', 'gold']"
dd1c,Grey Printed Kaftan Top With Embroidery,"['casual wear', 'trendy', 'women wear']"
dd6f,Sway Top,"['tops', 'top', ' blouse', 'blouses']"
ddf7,Stripe Dobby Shirt Dress - Pale Blush,"['dress', 'dresses', 'shirt dresses', 'shirt dress', 'work wear', 'women', 'girls', 'girl', 'striped', 'striped dress', 'midi dress', 'casual', 'casuals', 'trendy', 'stylish', 'brand', 'vritta']"
def6,Sage Overlap Dress,"['a-line dress', 'college wear', 'office wear', 'causal wear dress', 'women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'sage', 'overlap', 'cotton', 'midi', 'doodlage']"
9658,Twinkle Bracelet,"['bracelet', 'accessory', 'accessories', 'golden', 'stars', 'blingy', 'bling', 'twinkle']"
966b,Butterfly Hoops - Light Blue,"['dreamcatcher earrings', 'earring', 'earrings', 'hoops', 'butterflies', 'butterfly', 'light blue']"
967e,Twin Pearl Hairclips,"['hair clips', 'hair pins', 'hair accessories', 'bobby pins', 'pear', 'hair', 'accessory', 'accessories', 'bobby clips', 'pearl bobby pins', 'pearl hair clips', 'pearl hair pins']"
96aa,Natural Intimate Wash,"['hygiene', 'intimate', 'toilet', 'disinfectant', 'sanitizer', 'product', 'female', 'women', 'safe', 'hygienic', 'india', 'pee', 'indian', 'woman', 'beauty', '&', 'personal', 'care', 'natural', 'intimate', 'wash', 'liquid']"
2c1f,Anarchy Ring,"['ring', 'accessories', 'accessory', 'rings', 'gold', 'gold plated', 'school', 'college', 'party', 'office', 'function', 'meeting', 'meetings', 'comfort', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'plain', 'casual', 'colour', 'color', 'type', 'material', 'feature', 'features', 'weight', 'carry', 'support', 'comfortable', 'material', 'plating', 'stone', 'size', 'occasion', 'jewelery', 'jewellery', 'jewels', 'ornament', 'ornaments', 'jewel', 'accessorize', 'accessorise', 'beauty', 'shiny', 'sparkle', 'beautiful', 'lady', 'girl', 'woman', 'women', 'ladies', 'girls', 'wedding', 'shaadi', 'shadi', 'glamorous', 'glamour', 'glam', 'dolled', 'up', 'band', 'loop', 'jewellery', 'by', 'mitali', 'jain', 'anarchy', 'ring', 'brass', 'plated', 'western', 'ethnic', 'indian']"
2cb6,Cleopatra Earrings - Silver,"['earring', 'earrings', 'accessories', 'accessory', 'jewellery', 'silver', 'silver plated', 'stylish', 'modern', 'school', 'college', 'party', 'office', 'function', 'meeting', 'meetings', 'comfort', 'trendy', 'quirky', 'outdoor', 'event', 'design', 'plain', 'casual', 'colour', 'color', 'type', 'material', 'feature', 'features', 'weight', 'carry', 'support', 'comfortable', 'material', 'plating', 'stone', 'size', 'occasion', 'jewelery', 'jewels', 'ornament', 'ornaments', 'jewel', 'accessorize', 'accessorise', 'beauty', 'shiny', 'sparkle', 'beautiful', 'lady', 'girl', 'woman', 'women', 'ladies', 'girls', 'wedding', 'shaadi', 'shadi', 'glamorous', 'glamour', 'glam', 'dolled', 'up', 'ear', 'ring', 'ears', 'jewellary', 'by', 'mitali', 'jain', 'cleopatra', 'earrings', 'silver', 'brass', 'plated', 'indian', 'western', 'ethnic', 'fusion']"
de1b,Turtle Neck Embroidered Kurta - Black,"['kurta', 'kurti', 'black kurta', 'kurtas', 'embroidered kurta', 'embroidery ', 'black', 'ethnic', 'indian wear', 'fusion wear', 'apparel', 'apparels', 'clothing', 'women', 'girls', 'girl', 'ethnic wear', 'brand', 'vritta']"
df0c,Dakota Blue Dress,"['formal dress', 'office wear', 'college wear', 'upcycled ', 'casual dress', 'women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'dakota', 'dark blue', 'blue', 'shirt dress', 'doodlage']"
e096,Niramaya Methi Hair Mask,"['hair mask', 'khadi essentials', 'hair masks ', 'methi hair mask', 'dry hair', 'damaged hair', 'frizy hair', 'niramaya', 'methi', 'hair', 'mask', 'khadi', 'essential', 'essentials', 'indian', 'make', 'up', 'makeup', 'hair', 'hairs', 'scalp', 'follicle', 'dandruff', 'fall', 'shine', 'bounce', 'length', 'surface', 'soft', 'protection', 'healthy', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casual', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefits', 'benefit']"
e03a,Mohak Theobromine Chocolate Body Butter,"['skincare', 'body care', 'body butter', 'dry skin', 'chocolate body butter', 'mohak', 'theobromine', 'chocolate', 'body', 'butter', 'khadi', 'essential', 'essentials', 'indian', 'make', 'up', 'makeup', 'cheek', 'cheeks', 'skin', 'soft', 'cream', 'protection', 'glow', 'healthy', 'radiance', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casusal', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits']"
e0ee,Pure Mediterranean Geranium Facial Oil ,"['oils', 'essential oils', 'aroma therapy', 'geranium oil', 'geranium', 'face oil', 'oil', 'khadi essentials', 'skincare', 'pure', 'mediterranean', 'facial', 'oil', 'khadi', 'essential', 'essentials', 'indian', 'make', 'up', 'makeup', 'cheek', 'cheeks', 'skin', 'soft', 'cream', 'protection', 'glow', 'healthy', 'radiance', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casusal', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits']"
2f96,Avani Brown Pants,"['pants ', 'pant', 'brown', 'avani', 'casual ', 'semi-formal', 'officewear', 'bottom', 'bottoms', 'brown pants', 'clothing', 'apparel', 'apparels', 'women', 'casual wear', 'casuals', 'girls', 'girl', 'trendy', 'stylish', 'ankle length pants', 'brand', 'the august co']"
300d,Aaral Deep Red Wrap Top,"['red', 'top', 'women', 'ladies', 'casual', 'office', 'topwear', 'wrap top', 'red top', 'casuals', 'casual wear', 'office wear', 'work wear', 'apparel', 'apparels', 'clothing', 'trendy', 'stylish', 'brand', 'the august co', 'lady', 'girl', 'dress', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'trip', 'travel', 'comfort', 'soft', 'quirky', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'semi', 'formal', 'fabric', 'pattern', 'aaral', 'deep', 'red', 'wrap', 'top', 'the ', 'august', 'co', 'western']"
3084,Sara Coral Ikat Wrap Culottes Jumpsuit,"['dress', 'dresses', 'jump suit ', 'jumpsuit', 'jumpsuits', 'printed jumpsuit', 'women', 'girls', 'girl', 'clothing', 'apparel', 'apparels', 'casual', 'casuals', 'trendy', 'cool', 'stylish', 'fusion', 'brand', 'the august co', 'sara', 'coral', 'ikat', 'wrap', 'culottes', 'jumpsuit', 'the', 'august', 'co', 'curvy', 'fashion', 'western', 'india', 'lady', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'quirky', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'semi', 'formal', 'fabric', 'pattern']"
30f7,Grey Ikat Shrug,"['shrug', 'shrugs', 'outer wear', 'outer', 'cover up', 'ikat print', 'casaul', 'casuals', 'women', 'girls', 'girl', 'apparel', 'apparels', 'trendy', 'cool', 'stylish', 'brand', 'the august co', 'lady', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'quirky', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'grey', 'ikat', 'shrug', 'the', 'august', 'co', 'indian', 'western', 'fusion']"
e0dc,Pure Australian Tea Tree Essential Oil,"['oils', ' essential oils', 'aroma therapy', 'tea tree', 'pure tea tree', 'pure australian tea tree ', 'australian tea tree ', 'khadi essentials', 'pure', 'australian', 'tea', 'tree', 'essential', 'oil', 'khadi', 'essential', 'essentials', 'indian', 'make', 'up', 'makeup', 'hair', 'hairs', 'scalp', 'follicle', 'dandruff', 'fall', 'shine', 'bounce', 'length', 'surface', 'soft', 'protection', 'healthy', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casual', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefits', 'benefit', 'cheek', 'cheeks', 'skin', 'cream', 'glow', 'radiance', 'casusal']"
e105,Activated Bamboo Charcoal & Lemongrass Face Cleanser,"['skin care', 'face wash', 'face cleanser', 'face care', 'charcoal face wash', 'charcoal ', 'make', 'up', 'makeup', 'cheek', 'cheeks', 'skin', 'soft', 'cream', 'protection', 'glow', 'healthy', 'radiance', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casusal', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits', 'khadi', 'essentials', 'activated', 'bamboo', 'charcoal', '&', 'lemongrass', 'face', 'cleanser']"
e10d,"Neem, Tulsi & Tea Tree Face Cleanser ","['face care', 'face wash', 'skin care', 'neem', 'tulsi', 'tea tree', 'neem', 'tulsi', '&', 'tea', 'tree', 'face', 'cleanser', 'khadi', 'essentials', 'essential', 'indian', 'make', 'up', 'makeup', 'cheek', 'cheeks', 'skin', 'soft', 'cream', 'protection', 'glow', 'healthy', 'radiance', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casusal', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits']"
e154,Cold Pressed Extra Virgin Olive Abhyanga Massage Oil,"['oil', 'essential oils', 'massage oil', 'cold pressed', 'extra virgin', 'abhyanga oil', 'olive oi', 'cold', 'pressed', 'extra', 'virgin', 'olive', 'abhyanga', 'massage', 'oil', 'make', 'up', 'makeup', 'cheek', 'cheeks', 'skin', 'soft', 'cream', 'protection', 'glow', 'healthy', 'radiance', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casusal', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits', 'hair', 'hairs', 'scalp', 'follicle', 'dandruff', 'fall', 'shine', 'bounce', 'length', 'surface', 'casual']"
e1a8,Gandhsaar- Sandalwood & Agar Agar Mild Hair Rinser,"['hair care', 'shampoo', 'mild hair rinser', 'mild shampoo', 'sandalwood', 'sandalwood shampoo', 'gandhsaar', 'sandalwood', '&', 'agar', 'mild', 'hair', 'rinser', 'make', 'up', 'makeup', 'hair', 'hairs', 'scalp', 'follicle', 'dandruff', 'fall', 'shine', 'bounce', 'length', 'surface', 'soft', 'protection', 'healthy', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casual', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefits', 'benefit', 'khadi', 'essential', 'essentials', 'indian']"
2ff1,Banhi Off-White A Line Hi Low Dress,"['white', 'low dress', 'casual', 'party', 'women', 'off-white', 'banhi', 'white dress', 'high low dress', 'girls', 'girl', 'off white dress', 'clothing', 'dress', 'dresses', 'apparel', 'apparels', 'casual wear', 'casuals', 'trendy', 'classy', 'stylish', 'the august co']"
31e3,Amoli Green Top,"['top', ' tops', 'top wear', 'upper', 'green top', 'green', 'casual', 'casuals', 'casual wear', 'work wear', 'women', 'girls', 'girl', 'apparel ', 'apparels', 'clothing', 'trendy', 'stylish', 'brand', 'the august co', 'lady', 'dress', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'quirky', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'semi', 'formal', 'fabric', 'pattern', 'amoli', 'green', 'top', 'western', 'the', 'august', 'co']"
e07e,Almond Milk & Arnica Anti Dandruff Conditioner,"['conditioner', 'hair care', 'anti dandruff ', 'anti dandruff conditioner', 'make', 'up', 'makeup', 'hair', 'hairs', 'scalp', 'follicle', 'dandruff', 'fall', 'shine', 'bounce', 'length', 'surface', 'soft', 'protection', 'healthy', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casual', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefits', 'benefit', 'almond', 'milk', '&', 'arnica', 'anti', 'dandruff', 'conditioner', 'khadi', 'essentials']"
dfac,Marie Orange Tunic,"['casual dress', 'college wear', 'office wear', 'tunic ', 'women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'marie', 'orange', 'cotton', 'doodlage']"
e1ad,Charcoal & Barley Hair Rinser,"['hair care', 'charcoal hair rinser', 'charcoal shampoo', 'charcoal', '&', 'barley', 'hair', 'rinser', 'make', 'up', 'makeup', 'hair', 'hairs', 'scalp', 'follicle', 'dandruff', 'fall', 'shine', 'bounce', 'length', 'surface', 'soft', 'protection', 'healthy', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casual', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefits', 'benefit', 'khadi', 'essential', 'essentials', 'indian']"
30a3,Mint Ikat Shirt Dress,"['dress', 'dresses', 'shirt dress', 'printed dress', 'work wear', 'casual wear', 'casuals', 'casual', 'women', 'girls', 'girl', 'ikat print', 'clothing', 'apparel', 'apparels', 'trendy', 'cool', 'stylish', 'brand', 'the august co']"
dfc2,Huda Kaftan Red,"['kaftan', 'casual wear', 'college wear', 'office wear', 'day wear', 'women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'red', 'huda', 'cotton', 'doodlage']"
e08a,"Ramani Indian Rose, Milk & Kokum Butter Body Lotion","['khadi essentials', 'body lotion', 'skin care', 'body care', 'ramani', 'indian', 'rose', 'milk', '&', 'kokum', 'butter', 'body', 'lotion', 'indian', 'khadi', 'essential', 'essentials', 'make', 'up', 'makeup', 'cheek', 'cheeks', 'skin', 'soft', 'cream', 'protection', 'glow', 'healthy', 'radiance', 'protect', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'gloss', 'glossy', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'casusal', 'semi', 'formal', 'type', 'formulation', 'features', 'feature', 'natural', 'ingredients', 'suitable', 'product', 'benefit', 'benefits']"
